vector,geo,dguid,gender,age_group,indicators,coordinate,value
v1792535667,Canada (excluding territories),"",Women+,65 years and over,Quality of consultation in the past 12 months - Fair or poor,1.3.4.9.4,6.4
v1792535674,Canada (excluding territories),"",Women+,65 years and over,Experienced difficulties getting non-urgent primary health care in the past 12 months,1.3.4.10.4,29.2
v1792535681,Canada (excluding territories),"",Women+,65 years and over,Consulted a medical specialist for an initial consultation in the past 12 months,1.3.4.11.4,40.6
v1792535688,Canada (excluding territories),"",Women+,65 years and over,Experienced difficulties getting specialist care in the past 12 months,1.3.4.12.4,24.2
v1792535695,Canada (excluding territories),"",Women+,65 years and over,Level of coordination between health care providers in the past 12 months - Very good or excellent,1.3.4.13.4,61.3
v1792535702,Canada (excluding territories),"",Women+,65 years and over,Level of coordination between health care providers in the past 12 months - Fair or poor,1.3.4.14.4,12.0
v1792535709,Canada (excluding territories),"",Women+,65 years and over,Experienced discrimination in a health care setting in the past 12 months,1.3.4.15.4,4.6
v1792535716,Canada (excluding territories),"",Women+,65 years and over,Had unmet health care needs in the past 12 months,1.3.4.16.4,15.8
v1792535723,Canada (excluding territories),"",Women+,65 years and over,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",1.3.4.17.4,7.3
v1792535730,Canada (excluding territories),"",Women+,65 years and over,Has insurance that covers all or part of the cost of prescription medications,1.3.4.18.4,69.8
v1792535737,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Has at least one chronic condition,2.1.1.1.4,61.5
v1792535744,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Perceived health - Very good or excellent,2.1.1.2.4,52.0
v1792535751,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Perceived health - Fair or poor,2.1.1.3.4,16.3
v1792535758,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Perceived mental health - Very good or excellent,2.1.1.4.4,53.2
v1792535765,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Perceived mental health - Fair or poor,2.1.1.5.4,15.9
v1792535772,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Has a regular health care provider,2.1.1.6.4,76.1
v1792535779,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Consulted a health care provider for a non-urgent primary health care need in the past 12 months,2.1.1.7.4,81.4
v1792535786,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Quality of consultation in the past 12 months - Very good or excellent,2.1.1.8.4,79.5
v1792535793,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Quality of consultation in the past 12 months - Fair or poor,2.1.1.9.4,6.2
v1792535800,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Experienced difficulties getting non-urgent primary health care in the past 12 months,2.1.1.10.4,38.4
v1792535807,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Consulted a medical specialist for an initial consultation in the past 12 months,2.1.1.11.4,31.8
v1792535814,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Experienced difficulties getting specialist care in the past 12 months,2.1.1.12.4,29.9
v1792535821,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Very good or excellent,2.1.1.13.4,60.2
v1792535828,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Fair or poor,2.1.1.14.4,16.5
v1792535835,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Experienced discrimination in a health care setting in the past 12 months,2.1.1.15.4,6.1
v1792535842,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Had unmet health care needs in the past 12 months,2.1.1.16.4,23.4
v1792535849,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",2.1.1.17.4,12.1
v1792535856,Newfoundland and Labrador,2021A000210,Both genders,"Total, 18 years and over",Has insurance that covers all or part of the cost of prescription medications,2.1.1.18.4,83.9
v1792535863,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Has at least one chronic condition,2.1.2.1.4,45.8
v1792535870,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Perceived health - Very good or excellent,2.1.2.2.4,59.5
v1792535877,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Perceived health - Fair or poor,2.1.2.3.4,11.1
v1792535884,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Perceived mental health - Very good or excellent,2.1.2.4.4,42.0
v1792535891,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Perceived mental health - Fair or poor,2.1.2.5.4,22.8
v1792535898,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Has a regular health care provider,2.1.2.6.4,69.8
v1792535905,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,2.1.2.7.4,76.1
v1792535912,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Quality of consultation in the past 12 months - Very good or excellent,2.1.2.8.4,75.3
v1792535919,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Quality of consultation in the past 12 months - Fair or poor,2.1.2.9.4,9.5
v1792535926,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,2.1.2.10.4,44.7
v1792535933,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Consulted a medical specialist for an initial consultation in the past 12 months,2.1.2.11.4,27.4
v1792535940,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Experienced difficulties getting specialist care in the past 12 months,2.1.2.12.4,31.7
v1792535947,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,2.1.2.13.4,43.6
v1792535954,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Level of coordination between health care providers in the past 12 months - Fair or poor,2.1.2.14.4,30.2
v1792535961,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Experienced discrimination in a health care setting in the past 12 months,2.1.2.15.4,11.5
v1792535968,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Had unmet health care needs in the past 12 months,2.1.2.16.4,29.9
v1792535975,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",2.1.2.17.4,19.6
v1792535982,Newfoundland and Labrador,2021A000210,Both genders,18 to 44 years,Has insurance that covers all or part of the cost of prescription medications,2.1.2.18.4,81.7
v1792535989,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Has at least one chronic condition,2.1.3.1.4,60.8
v1792535996,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Perceived health - Very good or excellent,2.1.3.2.4,51.0
v1792536003,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Perceived health - Fair or poor,2.1.3.3.4,15.7
v1792536010,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Perceived mental health - Very good or excellent,2.1.3.4.4,55.2
v1792536017,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Perceived mental health - Fair or poor,2.1.3.5.4,15.1
v1792536024,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Has a regular health care provider,2.1.3.6.4,78.5
v1792536031,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,2.1.3.7.4,84.1
v1792536038,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Quality of consultation in the past 12 months - Very good or excellent,2.1.3.8.4,79.5
v1792536045,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Quality of consultation in the past 12 months - Fair or poor,2.1.3.9.4,5.1
v1792536052,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,2.1.3.10.4,39.0
v1792536059,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Consulted a medical specialist for an initial consultation in the past 12 months,2.1.3.11.4,31.6
v1792536066,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Experienced difficulties getting specialist care in the past 12 months,2.1.3.12.4,30.3
v1792536073,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,2.1.3.13.4,62.8
v1792536080,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Level of coordination between health care providers in the past 12 months - Fair or poor,2.1.3.14.4,12.4
v1792536087,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Experienced discrimination in a health care setting in the past 12 months,2.1.3.15.4,3.7
v1792536094,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Had unmet health care needs in the past 12 months,2.1.3.16.4,23.3
v1792536101,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",2.1.3.17.4,11.7
v1792536108,Newfoundland and Labrador,2021A000210,Both genders,45 to 64 years,Has insurance that covers all or part of the cost of prescription medications,2.1.3.18.4,87.6
v1792536115,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Has at least one chronic condition,2.1.4.1.4,81.8
v1792536122,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Perceived health - Very good or excellent,2.1.4.2.4,43.7
v1792536129,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Perceived health - Fair or poor,2.1.4.3.4,23.5
v1792536136,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Perceived mental health - Very good or excellent,2.1.4.4.4,65.0
v1792536143,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Perceived mental health - Fair or poor,2.1.4.5.4,8.2
v1792536150,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Has a regular health care provider,2.1.4.6.4,81.1
v1792544557,Ontario,2021A000235,Women+,45 to 64 years,Has at least one chronic condition,7.3.3.1.4,58.4
v1792536157,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,2.1.4.7.4,84.9
v1792536164,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Quality of consultation in the past 12 months - Very good or excellent,2.1.4.8.4,84.4
v1792536171,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Quality of consultation in the past 12 months - Fair or poor,2.1.4.9.4,3.6
v1792536178,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Experienced difficulties getting non-urgent primary health care in the past 12 months,2.1.4.10.4,29.8
v1792536185,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Consulted a medical specialist for an initial consultation in the past 12 months,2.1.4.11.4,37.6
v1792536192,Newfoundland and Labrador,2021A000210,Both genders,65 years and over,Experienced difficulties getting specialist care in the past 12 months,2.1.4.12.4,27.2
